           #Fx:            Fy:
      -0.100786     0.00486682
      -0.100766      0.0049082
      -0.100766     0.00496681
      -0.100774     0.00501594
      -0.100789     0.00504146
      -0.100793     0.00504399
      -0.100786     0.00504069
      -0.100755      0.0050424
      -0.100709     0.00504881
      -0.100642     0.00504603
      -0.100575      0.0050251
      -0.100511      0.0049875
       -0.10047     0.00495323
      -0.100442     0.00494217
       -0.10043     0.00496852
      -0.100414     0.00502546
      -0.100394     0.00509283
      -0.100361     0.00514273
      -0.100329     0.00516016
      -0.100293     0.00514319
      -0.100263     0.00510874
      -0.100222     0.00507465
      -0.100177     0.00505508
      -0.100117     0.00505005
       -0.10006      0.0050576
      -0.100007     0.00507096
     -0.0999737     0.00508935
     -0.0999488      0.0051122
     -0.0999349     0.00514008
     -0.0999121     0.00516676
     -0.0998869     0.00518551
     -0.0998474     0.00519029
     -0.0998072     0.00517924
     -0.0997574     0.00515667
     -0.0997109     0.00513324
     -0.0996591      0.0051187
     -0.0996171     0.00511978
     -0.0995754     0.00513346
      -0.099545     0.00515431
     -0.0995113     0.00517626
     -0.0994848     0.00519616
     -0.0994523     0.00521212
     -0.0994259     0.00522265
     -0.0993941     0.00522491
     -0.0993675     0.00521497
     -0.0993303     0.00519396
     -0.0992924      0.0051675
     -0.0992412     0.00514792
     -0.0991946     0.00514642
     -0.0991479     0.00516681
     -0.0991181     0.00520074
     -0.0990923     0.00523435
     -0.0990772     0.00525199
     -0.0990531     0.00524786
     -0.0990296     0.00522634
     -0.0989945     0.00520189
     -0.0989626     0.00518531
     -0.0989231     0.00518173
     -0.0988888     0.00518738
     -0.0988475     0.00519562
     -0.0988127     0.00520121
     -0.0987742     0.00520437
     -0.0987465     0.00520768
     -0.0987181     0.00521357
     -0.0986999        0.00522
     -0.0986773     0.00522399
     -0.0986597     0.00522099
     -0.0986327     0.00521148
     -0.0986064     0.00519734
     -0.0985683     0.00518281
     -0.0985304     0.00517302
     -0.0984855     0.00517197
     -0.0984497     0.00517974
     -0.0984168     0.00519421
     -0.0983992     0.00520927
     -0.0983834     0.00521897
     -0.0983733     0.00521834
     -0.0983521     0.00520667
      -0.098327     0.00518784
     -0.0982895      0.0051691
     -0.0982542     0.00515636
     -0.0982155      0.0051541
     -0.0981849      0.0051613
     -0.0981526     0.00517365
     -0.0981281     0.00518528
     -0.0981019     0.00519298
     -0.0980824     0.00519305
     -0.0980607     0.00518582
     -0.0980432     0.00517278
     -0.0980193     0.00515714
     -0.0979953     0.00514436
     -0.0979625     0.00513859
     -0.0979294     0.00514086
     -0.0978903     0.00514919
     -0.0978568     0.00515809
      -0.097823     0.00516282
     -0.0978004      0.0051612
     -0.0977807      0.0051551
     -0.0977685     0.00514778
     -0.0977516     0.00514217
     -0.0977325     0.00513812
     -0.0977007     0.00513424
     -0.0976654     0.00512934
     -0.0976232     0.00512414
     -0.0975872     0.00512058
     -0.0975539     0.00512004
     -0.0975325     0.00512252
     -0.0975125     0.00512704
      -0.097498     0.00513038
     -0.0974777     0.00513082
     -0.0974562     0.00512566
     -0.0974259     0.00511638
     -0.0973952     0.00510427
     -0.0973591     0.00509321
     -0.0973267       0.005086
     -0.0972934     0.00508574
     -0.0972668      0.0050917
     -0.0972392     0.00510097
     -0.0972176     0.00510725
     -0.0971939     0.00510624
     -0.0971741     0.00509725
     -0.0971497     0.00508336
     -0.0971253     0.00506963
      -0.097094     0.00506084
     -0.0970625     0.00505884
     -0.0970254     0.00506265
     -0.0969925     0.00506806
     -0.0969594     0.00507223
     -0.0969349     0.00507247
     -0.0969121     0.00506768
     -0.0968955     0.00505973
      -0.096874     0.00505089
     -0.0968518     0.00504389
     -0.0968203     0.00503976
     -0.0967868     0.00503885
     -0.0967469     0.00503869
     -0.0967119     0.00503799
     -0.0966783     0.00503524
     -0.0966539     0.00503102
     -0.0966316      0.0050265
     -0.0966143     0.00502321
     -0.0965912     0.00502159
     -0.0965667     0.00502051
     -0.0965338      0.0050182
     -0.0965007     0.00501402
      -0.096463     0.00500869
     -0.0964306     0.00500377
     -0.0963976     0.00499977
     -0.0963718      0.0049974
     -0.0963451     0.00499634
     -0.0963231     0.00499672
     -0.0962978     0.00499778
     -0.0962738     0.00499703
     -0.0962426     0.00499364
      -0.096212     0.00498804
     -0.0961761     0.00498109
     -0.0961442     0.00497508
       -0.09611     0.00497204
     -0.0960813     0.00497202
     -0.0960511     0.00497425
     -0.0960267     0.00497658
     -0.0960001     0.00497663
     -0.0959767     0.00497409
      -0.095948     0.00496947
     -0.0959196     0.00496371
     -0.0958836      0.0049588
       -0.09585     0.00495617
     -0.0958133     0.00495605
     -0.0957828     0.00495788
      -0.095753     0.00495991
     -0.0957295     0.00495978
     -0.0957029     0.00495633
      -0.095679     0.00495084
     -0.0956493     0.00494498
     -0.0956213     0.00494151
     -0.0955868     0.00494242
     -0.0955541     0.00494573
     -0.0955178     0.00494863
     -0.0954877     0.00494922
      -0.095457      0.0049462
     -0.0954326     0.00494033
     -0.0954061     0.00493461
     -0.0953825     0.00493144
     -0.0953524     0.00493085
     -0.0953234     0.00493308
     -0.0952893     0.00493635
     -0.0952583     0.00493843
     -0.0952242     0.00493818
     -0.0951955     0.00493512
     -0.0951647     0.00492962
     -0.0951393     0.00492455
     -0.0951113     0.00492194
     -0.0950876      0.0049223
     -0.0950583     0.00492483
     -0.0950308     0.00492787
     -0.0949969     0.00492852
     -0.0949658     0.00492664
     -0.0949318     0.00492316
     -0.0949035     0.00492011
     -0.0948732     0.00491827
     -0.0948482      0.0049181
     -0.0948201     0.00491894
     -0.0947948     0.00491961
     -0.0947647     0.00491957
     -0.0947375     0.00491897
     -0.0947044     0.00491754
     -0.0946738     0.00491635
     -0.0946406     0.00491557
     -0.0946123     0.00491518
     -0.0945829     0.00491547
     -0.0945586     0.00491626
     -0.0945304     0.00491666
     -0.0945044     0.00491556
     -0.0944732     0.00491287
     -0.0944444      0.0049102
     -0.0944116     0.00490858
     -0.0943824     0.00490898
     -0.0943503     0.00491183
     -0.0943228     0.00491488
     -0.0942936     0.00491676
     -0.0942688     0.00491683
     -0.0942406     0.00491499
     -0.0942146     0.00491147
     -0.0941839     0.00490789
     -0.0941552      0.0049052
     -0.0941231     0.00490467
     -0.0940945     0.00490687
     -0.0940637     0.00491013
     -0.0940365     0.00491264
      -0.094007      0.0049132
     -0.0939805     0.00491006
     -0.0939512     0.00490358
     -0.0939245     0.00489614
     -0.0938941     0.00488995
     -0.0938649     0.00488571
      -0.093831     0.00488327
     -0.0937993     0.00488042
     -0.0937653     0.00487439
     -0.0937342     0.00486388
     -0.0937013     0.00484959
     -0.0936702     0.00483141
     -0.0936361     0.00481103
     -0.0936022     0.00478872
     -0.0935632     0.00476511
     -0.0935228     0.00474033
     -0.0934763     0.00471241
     -0.0934296     0.00467988
     -0.0933787      0.0046426
     -0.0933298     0.00460002
     -0.0932786       0.004554
     -0.0932287     0.00450779
     -0.0931745     0.00446227
     -0.0931171     0.00441913
     -0.0930532     0.00437896
     -0.0929886     0.00434275
     -0.0929211     0.00431232
     -0.0928561     0.00429047
     -0.0927928     0.00428252
     -0.0927355     0.00429153
     -0.0926824     0.00432049
     -0.0926373      0.0043713
     -0.0925957     0.00444598
     -0.0925611     0.00454596
     -0.0925314     0.00467132
     -0.0925101     0.00482108
     -0.0924967     0.00499431
     -0.0924948     0.00518855
     -0.0925004     0.00540028
     -0.0925134      0.0056233
     -0.0925274     0.00584955
     -0.0925395     0.00606913
      -0.092543      0.0062726
     -0.0925352     0.00645101
     -0.0925099     0.00659598
     -0.0924649     0.00670119
     -0.0923945     0.00676101
     -0.0922993     0.00677116
     -0.0921766     0.00672925
     -0.0920295     0.00663624
     -0.0918572     0.00649625
     -0.0916653     0.00631613
     -0.0914584     0.00610413
     -0.0912484     0.00587313
     -0.0910436     0.00563667
     -0.0908564     0.00540975
     -0.0906948     0.00520467
     -0.0905706      0.0050321
     -0.0904897     0.00489901
     -0.0904579     0.00480807
     -0.0904745     0.00475802
     -0.0905376     0.00474564
     -0.0906381     0.00476428
     -0.0907671     0.00480384
     -0.0909091     0.00485144
     -0.0910505     0.00489385
      -0.091174      0.0049173
      -0.091266     0.00491142
     -0.0913119     0.00486911
     -0.0913019     0.00479033
     -0.0912293      0.0046805
     -0.0910938     0.00455023
     -0.0908977     0.00441598
     -0.0906499     0.00429406
     -0.0903615     0.00420147
     -0.0900485     0.00414952
     -0.0897287     0.00414452
      -0.089421     0.00418803
     -0.0891405     0.00427431
     -0.0889023     0.00439198
     -0.0887175     0.00452584
     -0.0885959     0.00465827
     -0.0885427     0.00476816
     -0.0885638     0.00483997
     -0.0886608      0.0048602
     -0.0888352     0.00482561
     -0.0890849     0.00474019
     -0.0894072     0.00461656
     -0.0897945      0.0044734
     -0.0902356     0.00433495
     -0.0907157     0.00422302
     -0.0912189     0.00415682
     -0.0917257     0.00414821
     -0.0922178     0.00419937
      -0.092678      0.0043032
     -0.0930907     0.00444356
      -0.093445     0.00459904
     -0.0937349     0.00474655
     -0.0939613     0.00486281
     -0.0941311     0.00493153
      -0.094256     0.00494383
     -0.0943535     0.00490332
      -0.094441     0.00482344
     -0.0945361     0.00472683
      -0.094653     0.00464011
     -0.0948011     0.00458954
     -0.0949826     0.00459455
     -0.0951945     0.00466394
     -0.0954272     0.00479466
     -0.0956694     0.00497091
     -0.0959083     0.00516807
     -0.0961328     0.00535679
     -0.0963334     0.00550931
     -0.0965048     0.00560312
     -0.0966434     0.00562807
     -0.0967476     0.00558641
     -0.0968166     0.00549322
     -0.0968512      0.0053705
     -0.0968502     0.00524725
     -0.0968148     0.00514957
     -0.0967458     0.00509727
     -0.0966479      0.0051005
     -0.0965259     0.00515604
     -0.0963881     0.00524989
      -0.096242      0.0053606
     -0.0960974     0.00546271
     -0.0959602     0.00553462
     -0.0958361     0.00556134
     -0.0957226     0.00553935
     -0.0956159     0.00547558
      -0.095507     0.00538672
     -0.0953868     0.00529226
     -0.0952438     0.00521361
     -0.0950713       0.005165
      -0.094866     0.00515416
      -0.094632     0.00517833
     -0.0943766     0.00522818
      -0.094115     0.00529036
      -0.093861     0.00535073
     -0.0936291     0.00539815
     -0.0934275     0.00542727
       -0.09326     0.00543881
     -0.0931228     0.00543812
      -0.093008      0.0054331
     -0.0929016     0.00543094
     -0.0927919     0.00543589
     -0.0926666     0.00544825
      -0.092522     0.00546527
     -0.0923571     0.00548002
     -0.0921809     0.00548661
     -0.0920026     0.00548017
     -0.0918357     0.00546145
     -0.0916902     0.00543252
     -0.0915744     0.00540157
     -0.0914873     0.00537618
     -0.0914253     0.00536638
     -0.0913759     0.00537576
     -0.0913279     0.00540292
     -0.0912672     0.00544123
     -0.0911891     0.00548051
     -0.0910902     0.00550733
     -0.0909776     0.00551252
     -0.0908585     0.00549231
     -0.0907468      0.0054497
     -0.0906519     0.00539506
      -0.090584     0.00534298
     -0.0905427     0.00530595
     -0.0905262      0.0052946
     -0.0905244     0.00531114
     -0.0905281     0.00535071
     -0.0905256     0.00540123
     -0.0905107     0.00544873
     -0.0904791     0.00547974
     -0.0904352     0.00548664
      -0.090383     0.00546782
     -0.0903332     0.00543061
     -0.0902913     0.00538644
     -0.0902658     0.00534933
     -0.0902555     0.00532971
     -0.0902614     0.00533285
     -0.0902758      0.0053569
     -0.0902948     0.00539484
     -0.0903105     0.00543493
     -0.0903213     0.00546645
     -0.0903241     0.00548158
     -0.0903225     0.00547944
     -0.0903168       0.005464
     -0.0903136     0.00544383
     -0.0903126     0.00542678
      -0.090319     0.00542018
     -0.0903283     0.00542704
     -0.0903417     0.00544478
     -0.0903533     0.00546709
     -0.0903651     0.00548725
       -0.09037     0.00549902
     -0.0903726     0.00550118
     -0.0903687     0.00549565
     -0.0903645     0.00548781
     -0.0903557     0.00548383
     -0.0903482     0.00548797
     -0.0903361     0.00550142
     -0.0903234     0.00552047
     -0.0903039     0.00554023
     -0.0902806     0.00555506
      -0.090249     0.00556111
      -0.090214     0.00555929
     -0.0901721     0.00555304
     -0.0901292     0.00554723
     -0.0900814     0.00554834
     -0.0900347     0.00555996
     -0.0899845     0.00558027
     -0.0899365     0.00560506
     -0.0898877     0.00562777
     -0.0898441     0.00564223
     -0.0898044     0.00564618
     -0.0897782     0.00564056
     -0.0897645     0.00562954
     -0.0897745      0.0056199
     -0.0898084     0.00561694
     -0.0898764     0.00562207
     -0.0899793     0.00563341
     -0.0901276     0.00564592
     -0.0903215     0.00565303
     -0.0905717     0.00565019
     -0.0908755     0.00563619
     -0.0912381     0.00561333
     -0.0916511     0.00558725
     -0.0921127     0.00556281
     -0.0926068     0.00554442
     -0.0931239     0.00553321
     -0.0936425     0.00552662
     -0.0941507     0.00552175
     -0.0946252      0.0055142
      -0.095052     0.00550319
      -0.095406      0.0054903
     -0.0956708     0.00547965
     -0.0958202     0.00547634
     -0.0958396      0.0054837
     -0.0957089     0.00550297
     -0.0954269     0.00553256
     -0.0949919      0.0055681
      -0.094424      0.0056047
     -0.0937431     0.00563889
     -0.0929878     0.00566908
     -0.0921907     0.00569633
     -0.0913932     0.00572301
     -0.0906242     0.00575241
     -0.0899177     0.00578438
     -0.0892925     0.00581772
     -0.0887727     0.00584817
      -0.088367     0.00587184
     -0.0880881     0.00588599
     -0.0879339     0.00589105
      -0.087903     0.00588923
      -0.087976     0.00588657
      -0.088134     0.00588771
     -0.0883426     0.00589668
      -0.088574     0.00591298
     -0.0887926      0.0059351
       -0.08898     0.00595865
     -0.0891167     0.00597909
     -0.0892043     0.00599422
     -0.0892445     0.00600517
     -0.0892546     0.00601412
     -0.0892459     0.00602503
     -0.0892384     0.00604076
     -0.0892393     0.00606081
     -0.0892631     0.00608326
       -0.08931     0.00610248
     -0.0893883      0.0061148
     -0.0894938     0.00611898
     -0.0896301     0.00611697
     -0.0897876     0.00611241
      -0.089963     0.00611104
     -0.0901395     0.00611707
     -0.0903072     0.00613175
     -0.0904478     0.00615188
     -0.0905536     0.00617221
     -0.0906143     0.00618638
      -0.090634     0.00619062
     -0.0906161     0.00618273
     -0.0905781     0.00616505
     -0.0905315     0.00613993
     -0.0904942     0.00611139
     -0.0904733     0.00608046
     -0.0904783     0.00604714
     -0.0905055     0.00600888
     -0.0905533     0.00596359
     -0.0906107     0.00591045
     -0.0906733     0.00585242
     -0.0907286     0.00579446
     -0.0907734     0.00574322
      -0.090797       0.005702
     -0.0907995      0.0056726
     -0.0907752     0.00565223
     -0.0907279     0.00563666
     -0.0906587     0.00562067
     -0.0905799      0.0056009
     -0.0904994     0.00557644
     -0.0904323      0.0055498
      -0.090386     0.00552263
     -0.0903698     0.00549711
     -0.0903806     0.00547297
     -0.0904153     0.00544927
     -0.0904597     0.00542358
     -0.0905048     0.00539375
     -0.0905345     0.00536018
     -0.0905419     0.00532403
      -0.090519     0.00528835
     -0.0904695     0.00525597
     -0.0903955     0.00522742
     -0.0903088     0.00520133
     -0.0902163     0.00517605
     -0.0901332     0.00514956
     -0.0900654     0.00512093
     -0.0900225     0.00509094
     -0.0900042     0.00506399
     -0.0900131      0.0050437
     -0.0900407     0.00503388
     -0.0900826     0.00503621
     -0.0901254     0.00505143
     -0.0901629     0.00507774
     -0.0901847     0.00511408
     -0.0901916     0.00516002
     -0.0901832     0.00521669
     -0.0901705     0.00528456
     -0.0901608     0.00536396
     -0.0901681     0.00545311
     -0.0901991     0.00554911
     -0.0902634     0.00564758
     -0.0903604       0.005745
     -0.0904922     0.00583835
     -0.0906504     0.00592761
     -0.0908299      0.0060121
     -0.0910166     0.00609255
     -0.0912027     0.00616694
      -0.091376     0.00623234
     -0.0915313     0.00628519
     -0.0916613     0.00632174
     -0.0917695      0.0063386
      -0.091858     0.00633596
     -0.0919354     0.00631535
     -0.0920066     0.00627945
     -0.0920783     0.00623121
     -0.0921489      0.0061738
     -0.0922189     0.00610918
     -0.0922815     0.00603954
     -0.0923337     0.00596797
     -0.0923684     0.00589798
     -0.0923855     0.00583324
     -0.0923809     0.00577766
     -0.0923576     0.00573382
     -0.0923155     0.00570105
     -0.0922601     0.00567684
     -0.0921946     0.00565746
     -0.0921282     0.00563893
     -0.0920657     0.00561836
     -0.0920156     0.00559502
     -0.0919788     0.00556932
      -0.091956     0.00554497
     -0.0919378     0.00552299
     -0.0919167     0.00550462
     -0.0918801     0.00548951
     -0.0918221      0.0054788
     -0.0917356     0.00547182
     -0.0916236     0.00547016
      -0.091488     0.00547451
     -0.0913377      0.0054861
     -0.0911774     0.00550323
     -0.0910172     0.00552486
     -0.0908604     0.00554759
     -0.0907146     0.00556903
     -0.0905826     0.00558623
     -0.0904689     0.00559948
      -0.090372     0.00560938
     -0.0902929     0.00561855
     -0.0902268     0.00562777
     -0.0901716      0.0056385
     -0.0901222     0.00565061
     -0.0900795     0.00566431
     -0.0900424     0.00567845
     -0.0900155     0.00569463
     -0.0900004     0.00571271
     -0.0900011     0.00573387
     -0.0900138     0.00575867
     -0.0900388     0.00578701
     -0.0900698     0.00581675
     -0.0901049     0.00584617
     -0.0901377     0.00587241
      -0.090166     0.00589413
     -0.0901852     0.00591016
     -0.0901971     0.00592004
     -0.0901989     0.00592378
      -0.090193     0.00592319
     -0.0901799     0.00591794
     -0.0901639     0.00590847
     -0.0901454     0.00589612
     -0.0901271     0.00588243
     -0.0901086     0.00586899
     -0.0900922     0.00585823
     -0.0900764     0.00585146
     -0.0900631     0.00584972
     -0.0900527     0.00585205
     -0.0900484     0.00585704
     -0.0900506     0.00586309
     -0.0900626     0.00586755
     -0.0900819     0.00587012
     -0.0901102     0.00587047
      -0.090144     0.00586991
     -0.0901839     0.00586995
     -0.0902256     0.00587159
     -0.0902678     0.00587609
     -0.0903051      0.0058841
     -0.0903373     0.00589448
     -0.0903588      0.0059068
     -0.0903712     0.00592121
     -0.0903741     0.00593587
     -0.0903732     0.00594892
     -0.0903715     0.00595929
     -0.0903764     0.00596527
     -0.0903896     0.00596637
     -0.0904162     0.00596151
     -0.0904544     0.00595131
     -0.0905043     0.00593665
     -0.0905621     0.00592011
     -0.0906257     0.00590357
     -0.0906894     0.00588949
     -0.0907505     0.00587869
     -0.0908023     0.00587221
      -0.090842     0.00586928
     -0.0908654     0.00587013
     -0.0908744     0.00587359
     -0.0908695      0.0058783
     -0.0908573     0.00588232
     -0.0908424     0.00588514
     -0.0908308     0.00588551
     -0.0908253     0.00588309
     -0.0908288     0.00587723
     -0.0908392     0.00587004
      -0.090856      0.0058621
     -0.0908769     0.00585523
     -0.0908998     0.00585001
     -0.0909201     0.00584822
     -0.0909375      0.0058493
     -0.0909506     0.00585293
     -0.0909587     0.00585839
     -0.0909622     0.00586468
     -0.0909632     0.00587069
      -0.090962     0.00587529
     -0.0909597     0.00587853
     -0.0909561     0.00588034
     -0.0909515     0.00588155
     -0.0909455     0.00588178
     -0.0909394      0.0058807
     -0.0909349     0.00587965
      -0.090933     0.00587905
     -0.0909343     0.00587961
     -0.0909392     0.00588167
     -0.0909461     0.00588576
     -0.0909537     0.00589158
     -0.0909607      0.0058977
     -0.0909663     0.00590387
     -0.0909705     0.00590951
     -0.0909722      0.0059136
     -0.0909704     0.00591603
     -0.0909638     0.00591721
     -0.0909529     0.00591685
     -0.0909384     0.00591636
     -0.0909239     0.00591572
     -0.0909123      0.0059157
     -0.0909066     0.00591577
     -0.0909077     0.00591614
     -0.0909138     0.00591683
     -0.0909203     0.00591833
     -0.0909242     0.00592112
     -0.0909231     0.00592471
      -0.090917     0.00592869
      -0.090907     0.00593306
     -0.0908966     0.00593739
     -0.0908871     0.00594093
     -0.0908797     0.00594291
     -0.0908734     0.00594345
     -0.0908676     0.00594289
     -0.0908616     0.00594122
      -0.090856     0.00594003
     -0.0908509     0.00593919
     -0.0908473     0.00593961
     -0.0908444     0.00594132
     -0.0908417      0.0059443
     -0.0908385     0.00594818
     -0.0908342      0.0059526
     -0.0908285     0.00595704
     -0.0908222     0.00596096
     -0.0908161     0.00596363
     -0.0908101      0.0059648
     -0.0908042     0.00596475
     -0.0907981     0.00596324
     -0.0907909     0.00596145
      -0.090783     0.00596021
     -0.0907754     0.00595979
     -0.0907684     0.00596104
      -0.090764     0.00596375
     -0.0907612     0.00596768
     -0.0907602     0.00597199
     -0.0907597      0.0059758
     -0.0907588     0.00597931
     -0.0907549     0.00598159
     -0.0907482     0.00598319
     -0.0907384     0.00598361
     -0.0907274     0.00598403
     -0.0907164     0.00598411
      -0.090708     0.00598405
     -0.0907024     0.00598444
     -0.0907012     0.00598538
     -0.0907025     0.00598671
     -0.0907049     0.00598876
      -0.090705     0.00599128
     -0.0907028     0.00599452
     -0.0906967     0.00599786
     -0.0906886      0.0060011
     -0.0906791     0.00600393
      -0.090671     0.00600602
     -0.0906648     0.00600763
     -0.0906607     0.00600817
     -0.0906587     0.00600824
     -0.0906587      0.0060089
     -0.0906588     0.00600971
     -0.0906586     0.00601092
     -0.0906575     0.00601337
     -0.0906552     0.00601661
     -0.0906508      0.0060199
     -0.0906457     0.00602346
     -0.0906396     0.00602639
     -0.0906343     0.00602811
     -0.0906299     0.00602947
     -0.0906276     0.00603088
     -0.0906259     0.00603227
     -0.0906263     0.00603259
     -0.0906264     0.00603338
     -0.0906265     0.00603461
     -0.0906245     0.00603649
     -0.0906215     0.00603943
     -0.0906179     0.00604252
     -0.0906148     0.00604538
     -0.0906118      0.0060488
     -0.0906101     0.00605133
     -0.0906085     0.00605205
     -0.0906073     0.00605233
      -0.090606     0.00605207
     -0.0906048     0.00605233
     -0.0906027     0.00605315
      -0.090601     0.00605447
      -0.090599     0.00605675
     -0.0905977     0.00605984
     -0.0905972     0.00606283
     -0.0905981     0.00606576
     -0.0905978      0.0060681
     -0.0905963      0.0060691
     -0.0905934     0.00606971
       -0.09059     0.00607058
     -0.0905861     0.00607117
     -0.0905835     0.00607166
      -0.090582     0.00607277
     -0.0905825     0.00607433
     -0.0905844     0.00607642
     -0.0905857     0.00607864
     -0.0905858     0.00608072
     -0.0905843     0.00608248
     -0.0905807     0.00608398
     -0.0905763     0.00608548
     -0.0905715     0.00608606
     -0.0905681     0.00608644
     -0.0905657     0.00608711
     -0.0905648      0.0060885
     -0.0905648     0.00608999
     -0.0905651     0.00609161
     -0.0905655     0.00609308
     -0.0905648      0.0060951
     -0.0905625     0.00609723
     -0.0905587     0.00609887
     -0.0905523     0.00610021
     -0.0905463     0.00610165
     -0.0905409     0.00610307
     -0.0905369     0.00610493
     -0.0905337      0.0061059
     -0.0905319     0.00610719
     -0.0905302     0.00610867
     -0.0905273     0.00611053
     -0.0905222      0.0061123
     -0.0905143     0.00611507
     -0.0905042     0.00611749
     -0.0904933     0.00612053
     -0.0904818     0.00612335
     -0.0904708     0.00612607
     -0.0904609     0.00612831
      -0.090452     0.00613031
     -0.0904429     0.00613153
     -0.0904324     0.00613361
     -0.0904193     0.00613637
     -0.0904027     0.00613933
     -0.0903835      0.0061422
     -0.0903628     0.00614585
     -0.0903416     0.00614895
     -0.0903212     0.00615169
     -0.0903023     0.00615369
     -0.0902845     0.00615515
     -0.0902673     0.00615535
       -0.09025      0.0061561
     -0.0902314     0.00615607
     -0.0902134     0.00615594
     -0.0901951     0.00615581
      -0.090179     0.00615557
     -0.0901645     0.00615454
     -0.0901539     0.00615345
      -0.090147     0.00615128
      -0.090145     0.00614835
     -0.0901466     0.00614433
     -0.0901527     0.00613914
     -0.0901618     0.00613363
      -0.090174     0.00612862
     -0.0901885     0.00612369
     -0.0902062     0.00611979
     -0.0902258     0.00611701
     -0.0902484     0.00611492
     -0.0902733      0.0061132
     -0.0902998     0.00611198
     -0.0903259     0.00611089
     -0.0903505     0.00611022
     -0.0903708     0.00611034
     -0.0903859     0.00611227
     -0.0903935     0.00611597
     -0.0903947     0.00612225
     -0.0903876     0.00613042
     -0.0903734      0.0061405
     -0.0903513     0.00615132
     -0.0903221     0.00616217
     -0.0902848     0.00617259
     -0.0902406     0.00618258
     -0.0901887     0.00619224
     -0.0901308      0.0062017
     -0.0900679     0.00621102
     -0.0900035     0.00622038
     -0.0899403     0.00622879
      -0.089883      0.0062361
     -0.0898337     0.00624173
     -0.0897951     0.00624515
     -0.0897677     0.00624633
     -0.0897532     0.00624624
     -0.0897516      0.0062438
     -0.0897659     0.00624042
     -0.0897954     0.00623575
     -0.0898424     0.00623151
     -0.0899057     0.00622725
     -0.0899855     0.00622379
     -0.0900788     0.00622024
     -0.0901837     0.00621764
     -0.0902952     0.00621524
     -0.0904106     0.00621338
     -0.0905248     0.00621136
     -0.0906356      0.0062097
     -0.0907382     0.00620796
     -0.0908312     0.00620676
      -0.090912     0.00620564
     -0.0909811     0.00620502
      -0.091036     0.00620319
     -0.0910779     0.00620069
     -0.0911056     0.00619635
      -0.091121     0.00619083
     -0.0911239     0.00618333
     -0.0911182     0.00617512
     -0.0911062     0.00616532
     -0.0910925     0.00615588
     -0.0910799      0.0061463
     -0.0910716     0.00613765
      -0.091069     0.00612812
     -0.0910743     0.00611982
     -0.0910856     0.00611111
     -0.0911033     0.00610289
     -0.0911246     0.00609414
     -0.0911479     0.00608636
     -0.0911702     0.00607885
     -0.0911895     0.00607233
     -0.0912024     0.00606648
     -0.0912073     0.00606156
     -0.0912008     0.00605726
     -0.0911822     0.00605434
     -0.0911495     0.00605194
     -0.0911028     0.00605049
      -0.091042     0.00605019
     -0.0909701      0.0060518
     -0.0908896      0.0060553
     -0.0908045     0.00606221
     -0.0907193     0.00607193
     -0.0906392     0.00608484
     -0.0905665     0.00610037
     -0.0905047     0.00611983
     -0.0904537     0.00614224
     -0.0904127     0.00616716
     -0.0903811     0.00619383
     -0.0903572     0.00622237
     -0.0903381     0.00625141
     -0.0903222      0.0062806
      -0.090306     0.00630933
      -0.090287     0.00633718
     -0.0902619     0.00636234
     -0.0902286     0.00638466
     -0.0901863     0.00640178
     -0.0901351     0.00641369
     -0.0900769     0.00641925
     -0.0900132     0.00641869
     -0.0899487     0.00641069
     -0.0898885     0.00639553
     -0.0898357     0.00637337
     -0.0897938       0.006345
     -0.0897651     0.00631019
     -0.0897498     0.00627121
     -0.0897468     0.00622893
     -0.0897541     0.00618491
     -0.0897691     0.00614072
     -0.0897886     0.00609819
     -0.0898097     0.00605883
     -0.0898286     0.00602558
     -0.0898426     0.00599813
       -0.08985     0.00597833
     -0.0898497     0.00596581
     -0.0898418     0.00596071
     -0.0898267     0.00596156
     -0.0898054      0.0059672
     -0.0897798     0.00597573
     -0.0897514     0.00598567
      -0.089723     0.00599497
     -0.0896963     0.00600189
     -0.0896716     0.00600462
     -0.0896494     0.00600245
     -0.0896281     0.00599385
     -0.0896055     0.00597867
     -0.0895787      0.0059563
     -0.0895458     0.00592794
     -0.0895053     0.00589431
      -0.089457     0.00585743
     -0.0894011     0.00581849
     -0.0893404     0.00577978
      -0.089277      0.0057419
     -0.0892143     0.00570542
     -0.0891556     0.00567108
      -0.089104     0.00563902
      -0.089062     0.00560889
     -0.0890324     0.00558035
     -0.0890165     0.00555192
     -0.0890146      0.0055228
     -0.0890273     0.00549224
     -0.0890533     0.00546028
     -0.0890897      0.0054251
     -0.0891346     0.00538857
     -0.0891843     0.00535255
     -0.0892357     0.00531941
     -0.0892856     0.00529229
     -0.0893328     0.00527516
     -0.0893752      0.0052724
     -0.0894125     0.00528978
     -0.0894438     0.00533092
     -0.0894687     0.00539967
      -0.089486     0.00549988
     -0.0894949      0.0056325
     -0.0894934     0.00579713
     -0.0894803     0.00599329
     -0.0894522     0.00621717
     -0.0894083     0.00646369
     -0.0893467      0.0067279
     -0.0892677     0.00700284
     -0.0891702     0.00728015
     -0.0890565     0.00755261
     -0.0889278     0.00781249
     -0.0887873     0.00805316
      -0.088637      0.0082677
     -0.0884811     0.00844986
     -0.0883217     0.00859415
      -0.088164     0.00869666
     -0.0880107     0.00875353
